# Two-body Weber reference run
# m1=1.0  m2=1.0  q1=1.0  q2=-1.0  c=4.0
# q0=[-1.0, 0.0, 1.0, 0.0]
# p0=[0.0, -0.25, 0.0, 0.25]
# tspan=(0.0, 27.14080941082802)  (5 Kepler periods, T=5.428162)
# dt=1e-3  stride=10
# total Hamiltonian H = T + U with kinetic T and potential U components
t	H	T	U
2.0590000000e+01	-4.3750000000e-01	6.2662147261e-02	-5.0016214726e-01
2.0600000000e+01	-4.3750000000e-01	6.2611315555e-02	-5.0011131556e-01
2.0610000000e+01	-4.3750000000e-01	6.2570022248e-02	-5.0007002225e-01
2.0620000000e+01	-4.3750000000e-01	6.2538261108e-02	-5.0003826111e-01
2.0630000000e+01	-4.3750000000e-01	6.2516027342e-02	-5.0001602734e-01
2.0640000000e+01	-4.3750000000e-01	6.2503317597e-02	-5.0000331760e-01
2.0650000000e+01	-4.3750000000e-01	6.2500129955e-02	-5.0000012995e-01
2.0660000000e+01	-4.3750000000e-01	6.2506463937e-02	-5.0000646394e-01
2.0670000000e+01	-4.3750000000e-01	6.2522320496e-02	-5.0002232050e-01
2.0680000000e+01	-4.3750000000e-01	6.2547702026e-02	-5.0004770203e-01
2.0690000000e+01	-4.3750000000e-01	6.2582612354e-02	-5.0008261235e-01
2.0700000000e+01	-4.3750000000e-01	6.2627056749e-02	-5.0012705675e-01
2.0710000000e+01	-4.3750000000e-01	6.2681041920e-02	-5.0018104192e-01
2.0720000000e+01	-4.3750000000e-01	6.2744576019e-02	-5.0024457602e-01
2.0730000000e+01	-4.3750000000e-01	6.2817668645e-02	-5.0031766865e-01
2.0740000000e+01	-4.3750000000e-01	6.2900330850e-02	-5.0040033085e-01
2.0750000000e+01	-4.3750000001e-01	6.2992575139e-02	-5.0049257514e-01
2.0760000000e+01	-4.3750000001e-01	6.3094415479e-02	-5.0059441549e-01
2.0770000000e+01	-4.3750000001e-01	6.3205867302e-02	-5.0070586731e-01
2.0780000000e+01	-4.3750000001e-01	6.3326947512e-02	-5.0082694752e-01
2.0790000000e+01	-4.3750000001e-01	6.3457674495e-02	-5.0095767451e-01
2.0800000000e+01	-4.3750000001e-01	6.3598068120e-02	-5.0109806813e-01
2.0810000000e+01	-4.3750000001e-01	6.3748149753e-02	-5.0124814977e-01
2.0820000000e+01	-4.3750000002e-01	6.3907942263e-02	-5.0140794228e-01
2.0830000000e+01	-4.3750000002e-01	6.4077470033e-02	-5.0157747005e-01
2.0840000000e+01	-4.3750000002e-01	6.4256758967e-02	-5.0175675899e-01
2.0850000000e+01	-4.3750000002e-01	6.4445836503e-02	-5.0194583653e-01
2.0860000000e+01	-4.3750000002e-01	6.4644731627e-02	-5.0214473165e-01
2.0870000000e+01	-4.3750000003e-01	6.4853474877e-02	-5.0235347490e-01
2.0880000000e+01	-4.3750000003e-01	6.5072098363e-02	-5.0257209839e-01
2.0890000000e+01	-4.3750000003e-01	6.5300635778e-02	-5.0280063581e-01
2.0900000000e+01	-4.3750000004e-01	6.5539122412e-02	-5.0303912245e-01
2.0910000000e+01	-4.3750000004e-01	6.5787595165e-02	-5.0328759520e-01
2.0920000000e+01	-4.3750000004e-01	6.6046092565e-02	-5.0354609261e-01
2.0930000000e+01	-4.3750000004e-01	6.6314654785e-02	-5.0381465483e-01
2.0940000000e+01	-4.3750000005e-01	6.6593323653e-02	-5.0409332370e-01
2.0950000000e+01	-4.3750000005e-01	6.6882142681e-02	-5.0438214273e-01
2.0960000000e+01	-4.3750000005e-01	6.7181157074e-02	-5.0468115713e-01
2.0970000000e+01	-4.3750000006e-01	6.7490413751e-02	-5.0499041381e-01
2.0980000000e+01	-4.3750000006e-01	6.7809961370e-02	-5.0530996143e-01
2.0990000000e+01	-4.3750000007e-01	6.8139850343e-02	-5.0563985041e-01
2.1000000000e+01	-4.3750000007e-01	6.8480132862e-02	-5.0598013293e-01
2.1010000000e+01	-4.3750000007e-01	6.8830862917e-02	-5.0633086299e-01
2.1020000000e+01	-4.3750000008e-01	6.9192096324e-02	-5.0669209640e-01
2.1030000000e+01	-4.3750000008e-01	6.9563890748e-02	-5.0706389083e-01
2.1040000000e+01	-4.3750000009e-01	6.9946305726e-02	-5.0744630581e-01
2.1050000000e+01	-4.3750000009e-01	7.0339402696e-02	-5.0783940279e-01
2.1060000000e+01	-4.3750000010e-01	7.0743245022e-02	-5.0824324512e-01
2.1070000000e+01	-4.3750000010e-01	7.1157898025e-02	-5.0865789813e-01
2.1080000000e+01	-4.3750000011e-01	7.1583429007e-02	-5.0908342911e-01
2.1090000000e+01	-4.3750000011e-01	7.2019907289e-02	-5.0951990740e-01
2.1100000000e+01	-4.3750000012e-01	7.2467404233e-02	-5.0996740435e-01
2.1110000000e+01	-4.3750000012e-01	7.2925993282e-02	-5.1042599340e-01
2.1120000000e+01	-4.3750000013e-01	7.3395749991e-02	-5.1089575012e-01
2.1130000000e+01	-4.3750000013e-01	7.3876752058e-02	-5.1137675219e-01
2.1140000000e+01	-4.3750000014e-01	7.4369079365e-02	-5.1186907950e-01
2.1150000000e+01	-4.3750000015e-01	7.4872814013e-02	-5.1237281416e-01
2.1160000000e+01	-4.3750000015e-01	7.5388040360e-02	-5.1288804051e-01
2.1170000000e+01	-4.3750000016e-01	7.5914845060e-02	-5.1341484522e-01
2.1180000000e+01	-4.3750000016e-01	7.6453317103e-02	-5.1395331727e-01
2.1190000000e+01	-4.3750000017e-01	7.7003547862e-02	-5.1450354803e-01
2.1200000000e+01	-4.3750000018e-01	7.7565631131e-02	-5.1506563131e-01
2.1210000000e+01	-4.3750000018e-01	7.8139663172e-02	-5.1563966336e-01
2.1220000000e+01	-4.3750000019e-01	7.8725742764e-02	-5.1622574295e-01
2.1230000000e+01	-4.3750000020e-01	7.9323971246e-02	-5.1682397144e-01
2.1240000000e+01	-4.3750000020e-01	7.9934452572e-02	-5.1743445278e-01
2.1250000000e+01	-4.3750000021e-01	8.0557293357e-02	-5.1805729357e-01
2.1260000000e+01	-4.3750000022e-01	8.1192602936e-02	-5.1869260316e-01
2.1270000000e+01	-4.3750000023e-01	8.1840493413e-02	-5.1934049364e-01
2.1280000000e+01	-4.3750000023e-01	8.2501079720e-02	-5.2000107995e-01
2.1290000000e+01	-4.3750000024e-01	8.3174479675e-02	-5.2067447992e-01
2.1300000000e+01	-4.3750000025e-01	8.3860814044e-02	-5.2136081429e-01
2.1310000000e+01	-4.3750000026e-01	8.4560206599e-02	-5.2206020686e-01
2.1320000000e+01	-4.3750000027e-01	8.5272784186e-02	-5.2277278445e-01
2.1330000000e+01	-4.3750000027e-01	8.5998676790e-02	-5.2349867706e-01
2.1340000000e+01	-4.3750000028e-01	8.6738017602e-02	-5.2423801789e-01
2.1350000000e+01	-4.3750000029e-01	8.7490943092e-02	-5.2499094338e-01
2.1360000000e+01	-4.3750000030e-01	8.8257593082e-02	-5.2575759338e-01
2.1370000000e+01	-4.3750000031e-01	8.9038110819e-02	-5.2653811113e-01
2.1380000000e+01	-4.3750000032e-01	8.9832643055e-02	-5.2733264337e-01
2.1390000000e+01	-4.3750000033e-01	9.0641340126e-02	-5.2814134045e-01
2.1400000000e+01	-4.3750000034e-01	9.1464356037e-02	-5.2896435637e-01
2.1410000000e+01	-4.3750000035e-01	9.2301848547e-02	-5.2980184889e-01
2.1420000000e+01	-4.3750000036e-01	9.3153979256e-02	-5.3065397961e-01
2.1430000000e+01	-4.3750000037e-01	9.4020913701e-02	-5.3152091407e-01
2.1440000000e+01	-4.3750000038e-01	9.4902821446e-02	-5.3240282182e-01
2.1450000000e+01	-4.3750000039e-01	9.5799876183e-02	-5.3329987657e-01
2.1460000000e+01	-4.3750000040e-01	9.6712255830e-02	-5.3421225623e-01
2.1470000000e+01	-4.3750000041e-01	9.7640142642e-02	-5.3514014305e-01
2.1480000000e+01	-4.3750000042e-01	9.8583723313e-02	-5.3608372373e-01
2.1490000000e+01	-4.3750000043e-01	9.9543189087e-02	-5.3704318952e-01
2.1500000000e+01	-4.3750000044e-01	1.0051873588e-01	-5.3801873632e-01
2.1510000000e+01	-4.3750000045e-01	1.0151056440e-01	-5.3901056485e-01
2.1520000000e+01	-4.3750000046e-01	1.0251888026e-01	-5.4001888073e-01
2.1530000000e+01	-4.3750000047e-01	1.0354389412e-01	-5.4104389459e-01
2.1540000000e+01	-4.3750000049e-01	1.0458582180e-01	-5.4208582229e-01
2.1550000000e+01	-4.3750000050e-01	1.0564488445e-01	-5.4314488495e-01
2.1560000000e+01	-4.3750000051e-01	1.0672130865e-01	-5.4422130916e-01
2.1570000000e+01	-4.3750000052e-01	1.0781532660e-01	-5.4531532712e-01
2.1580000000e+01	-4.3750000053e-01	1.0892717623e-01	-5.4642717676e-01
2.1590000000e+01	-4.3750000055e-01	1.1005710139e-01	-5.4755710193e-01
2.1600000000e+01	-4.3750000056e-01	1.1120535200e-01	-5.4870535256e-01
2.1610000000e+01	-4.3750000057e-01	1.1237218422e-01	-5.4987218479e-01
2.1620000000e+01	-4.3750000058e-01	1.1355786062e-01	-5.5105786120e-01
2.1630000000e+01	-4.3750000060e-01	1.1476265038e-01	-5.5226265097e-01
2.1640000000e+01	-4.3750000061e-01	1.1598682944e-01	-5.5348683005e-01
2.1650000000e+01	-4.3750000062e-01	1.1723068076e-01	-5.5473068138e-01
2.1660000000e+01	-4.3750000064e-01	1.1849449443e-01	-5.5599449507e-01
2.1670000000e+01	-4.3750000065e-01	1.1977856798e-01	-5.5727856863e-01
2.1680000000e+01	-4.3750000066e-01	1.2108320650e-01	-5.5858320717e-01
2.1690000000e+01	-4.3750000068e-01	1.2240872297e-01	-5.5990872364e-01
2.1700000000e+01	-4.3750000069e-01	1.2375543838e-01	-5.6125543907e-01
2.1710000000e+01	-4.3750000071e-01	1.2512368207e-01	-5.6262368278e-01
2.1720000000e+01	-4.3750000072e-01	1.2651379193e-01	-5.6401379265e-01
2.1730000000e+01	-4.3750000074e-01	1.2792611467e-01	-5.6542611541e-01
2.1740000000e+01	-4.3750000075e-01	1.2936100611e-01	-5.6686100686e-01
2.1750000000e+01	-4.3750000077e-01	1.3081883142e-01	-5.6831883219e-01
2.1760000000e+01	-4.3750000078e-01	1.3229996548e-01	-5.6979996626e-01
2.1770000000e+01	-4.3750000080e-01	1.3380479311e-01	-5.7130479390e-01
2.1780000000e+01	-4.3750000081e-01	1.3533370944e-01	-5.7283371025e-01
2.1790000000e+01	-4.3750000083e-01	1.3688712023e-01	-5.7438712106e-01
2.1800000000e+01	-4.3750000084e-01	1.3846544219e-01	-5.7596544303e-01
2.1810000000e+01	-4.3750000086e-01	1.4006910336e-01	-5.7756910422e-01
2.1820000000e+01	-4.3750000088e-01	1.4169854348e-01	-5.7919854435e-01
2.1830000000e+01	-4.3750000089e-01	1.4335421435e-01	-5.8085421524e-01
2.1840000000e+01	-4.3750000091e-01	1.4503658026e-01	-5.8253658117e-01
2.1850000000e+01	-4.3750000093e-01	1.4674611842e-01	-5.8424611934e-01
2.1860000000e+01	-4.3750000094e-01	1.4848331933e-01	-5.8598332027e-01
2.1870000000e+01	-4.3750000096e-01	1.5024868733e-01	-5.8774868829e-01
2.1880000000e+01	-4.3750000098e-01	1.5204274098e-01	-5.8954274196e-01
2.1890000000e+01	-4.3750000099e-01	1.5386601363e-01	-5.9136601462e-01
2.1900000000e+01	-4.3750000101e-01	1.5571905388e-01	-5.9321905490e-01
2.1910000000e+01	-4.3750000103e-01	1.5760242616e-01	-5.9510242719e-01
2.1920000000e+01	-4.3750000105e-01	1.5951671125e-01	-5.9701671230e-01
2.1930000000e+01	-4.3750000106e-01	1.6146250690e-01	-5.9896250796e-01
2.1940000000e+01	-4.3750000108e-01	1.6344042840e-01	-6.0094042948e-01
2.1950000000e+01	-4.3750000110e-01	1.6545110928e-01	-6.0295111038e-01
2.1960000000e+01	-4.3750000112e-01	1.6749520191e-01	-6.0499520303e-01
2.1970000000e+01	-4.3750000114e-01	1.6957337824e-01	-6.0707337938e-01
2.1980000000e+01	-4.3750000115e-01	1.7168633052e-01	-6.0918633167e-01
2.1990000000e+01	-4.3750000117e-01	1.7383477204e-01	-6.1133477321e-01
2.2000000000e+01	-4.3750000119e-01	1.7601943795e-01	-6.1351943915e-01
2.2010000000e+01	-4.3750000121e-01	1.7824108611e-01	-6.1574108732e-01
2.2020000000e+01	-4.3750000123e-01	1.8050049791e-01	-6.1800049914e-01
2.2030000000e+01	-4.3750000125e-01	1.8279847923e-01	-6.2029848048e-01
2.2040000000e+01	-4.3750000126e-01	1.8513586139e-01	-6.2263586265e-01
2.2050000000e+01	-4.3750000128e-01	1.8751350212e-01	-6.2501350341e-01
2.2060000000e+01	-4.3750000130e-01	1.8993228669e-01	-6.2743228799e-01
2.2070000000e+01	-4.3750000132e-01	1.9239312892e-01	-6.2989313024e-01
2.2080000000e+01	-4.3750000134e-01	1.9489697241e-01	-6.3239697375e-01
2.2090000000e+01	-4.3750000136e-01	1.9744479172e-01	-6.3494479307e-01
2.2100000000e+01	-4.3750000138e-01	2.0003759366e-01	-6.3753759504e-01
2.2110000000e+01	-4.3750000139e-01	2.0267641865e-01	-6.4017642005e-01
2.2120000000e+01	-4.3750000141e-01	2.0536234209e-01	-6.4286234350e-01
2.2130000000e+01	-4.3750000143e-01	2.0809647587e-01	-6.4559647730e-01
2.2140000000e+01	-4.3750000145e-01	2.1087996994e-01	-6.4837997139e-01
2.2150000000e+01	-4.3750000147e-01	2.1371401392e-01	-6.5121401539e-01
2.2160000000e+01	-4.3750000148e-01	2.1659983886e-01	-6.5409984034e-01
2.2170000000e+01	-4.3750000150e-01	2.1953871905e-01	-6.5703872055e-01
2.2180000000e+01	-4.3750000152e-01	2.2253197393e-01	-6.6003197545e-01
2.2190000000e+01	-4.3750000153e-01	2.2558097013e-01	-6.6308097167e-01
2.2200000000e+01	-4.3750000155e-01	2.2868712361e-01	-6.6618712516e-01
2.2210000000e+01	-4.3750000157e-01	2.3185190188e-01	-6.6935190344e-01
2.2220000000e+01	-4.3750000158e-01	2.3507682640e-01	-6.7257682798e-01
2.2230000000e+01	-4.3750000160e-01	2.3836347513e-01	-6.7586347672e-01
2.2240000000e+01	-4.3750000161e-01	2.4171348510e-01	-6.7921348671e-01
2.2250000000e+01	-4.3750000162e-01	2.4512855532e-01	-6.8262855695e-01
2.2260000000e+01	-4.3750000164e-01	2.4861044968e-01	-6.8611045132e-01
2.2270000000e+01	-4.3750000165e-01	2.5216100013e-01	-6.8966100178e-01
2.2280000000e+01	-4.3750000166e-01	2.5578211000e-01	-6.9328211166e-01
2.2290000000e+01	-4.3750000167e-01	2.5947575756e-01	-6.9697575923e-01
2.2300000000e+01	-4.3750000168e-01	2.6324399973e-01	-7.0074400141e-01
2.2310000000e+01	-4.3750000169e-01	2.6708897612e-01	-7.0458897781e-01
2.2320000000e+01	-4.3750000170e-01	2.7101291316e-01	-7.0851291486e-01
2.2330000000e+01	-4.3750000170e-01	2.7501812871e-01	-7.1251813041e-01
2.2340000000e+01	-4.3750000171e-01	2.7910703670e-01	-7.1660703841e-01
2.2350000000e+01	-4.3750000171e-01	2.8328215232e-01	-7.2078215404e-01
2.2360000000e+01	-4.3750000172e-01	2.8754609737e-01	-7.2504609908e-01
2.2370000000e+01	-4.3750000172e-01	2.9190160600e-01	-7.2940160772e-01
2.2380000000e+01	-4.3750000171e-01	2.9635153090e-01	-7.3385153262e-01
2.2390000000e+01	-4.3750000171e-01	3.0089884982e-01	-7.3839885153e-01
2.2400000000e+01	-4.3750000170e-01	3.0554667253e-01	-7.4304667424e-01
2.2410000000e+01	-4.3750000170e-01	3.1029824836e-01	-7.4779825006e-01
2.2420000000e+01	-4.3750000169e-01	3.1515697411e-01	-7.5265697580e-01
2.2430000000e+01	-4.3750000167e-01	3.2012640263e-01	-7.5762640430e-01
2.2440000000e+01	-4.3750000166e-01	3.2521025196e-01	-7.6271025361e-01
2.2450000000e+01	-4.3750000164e-01	3.3041241512e-01	-7.6791241676e-01
2.2460000000e+01	-4.3750000161e-01	3.3573697064e-01	-7.7323697225e-01
2.2470000000e+01	-4.3750000159e-01	3.4118819383e-01	-7.7868819542e-01
2.2480000000e+01	-4.3750000155e-01	3.4677056891e-01	-7.8427057047e-01
2.2490000000e+01	-4.3750000152e-01	3.5248880203e-01	-7.8998880354e-01
2.2500000000e+01	-4.3750000148e-01	3.5834783530e-01	-7.9584783678e-01
2.2510000000e+01	-4.3750000143e-01	3.6435286192e-01	-8.0185286336e-01
2.2520000000e+01	-4.3750000138e-01	3.7050934247e-01	-8.0800934385e-01
2.2530000000e+01	-4.3750000132e-01	3.7682302246e-01	-8.1432302379e-01
2.2540000000e+01	-4.3750000126e-01	3.8329995136e-01	-8.2079995262e-01
2.2550000000e+01	-4.3750000119e-01	3.8994650314e-01	-8.2744650433e-01
2.2560000000e+01	-4.3750000111e-01	3.9676939847e-01	-8.3426939958e-01
2.2570000000e+01	-4.3750000102e-01	4.0377572890e-01	-8.4127572992e-01
2.2580000000e+01	-4.3750000092e-01	4.1097298289e-01	-8.4847298382e-01
2.2590000000e+01	-4.3750000082e-01	4.1836907432e-01	-8.5586907514e-01
2.2600000000e+01	-4.3750000070e-01	4.2597237327e-01	-8.6347237397e-01
2.2610000000e+01	-4.3750000057e-01	4.3379173967e-01	-8.7129174024e-01
2.2620000000e+01	-4.3750000043e-01	4.4183655991e-01	-8.7933656034e-01
2.2630000000e+01	-4.3750000027e-01	4.5011678682e-01	-8.8761678709e-01
2.2640000000e+01	-4.3750000010e-01	4.5864298329e-01	-8.9614298339e-01
2.2650000000e+01	-4.3749999991e-01	4.6742637011e-01	-9.0492637002e-01
2.2660000000e+01	-4.3749999971e-01	4.7647887821e-01	-9.1397887792e-01
2.2670000000e+01	-4.3749999948e-01	4.8581320611e-01	-9.2331320559e-01
2.2680000000e+01	-4.3749999923e-01	4.9544288296e-01	-9.3294288219e-01
2.2690000000e+01	-4.3749999896e-01	5.0538233784e-01	-9.4288233681e-01
2.2700000000e+01	-4.3749999867e-01	5.1564697623e-01	-9.5314697490e-01
2.2710000000e+01	-4.3749999835e-01	5.2625326422e-01	-9.6375326257e-01
2.2720000000e+01	-4.3749999800e-01	5.3721882167e-01	-9.7471881967e-01
2.2730000000e+01	-4.3749999761e-01	5.4856252528e-01	-9.8606252289e-01
2.2740000000e+01	-4.3749999719e-01	5.6030462278e-01	-9.9780461997e-01
2.2750000000e+01	-4.3749999674e-01	5.7246685982e-01	-1.0099668566e+00
2.2760000000e+01	-4.3749999624e-01	5.8507262103e-01	-1.0225726173e+00
2.2770000000e+01	-4.3749999569e-01	5.9814708710e-01	-1.0356470828e+00
2.2780000000e+01	-4.3749999510e-01	6.1171741026e-01	-1.0492174054e+00
2.2790000000e+01	-4.3749999445e-01	6.2581291030e-01	-1.0633129047e+00
2.2800000000e+01	-4.3749999374e-01	6.4046529419e-01	-1.0779652879e+00
2.2810000000e+01	-4.3749999297e-01	6.5570890255e-01	-1.0932088955e+00
2.2820000000e+01	-4.3749999213e-01	6.7158098666e-01	-1.1090809788e+00
2.2830000000e+01	-4.3749999121e-01	6.8812202051e-01	-1.1256220117e+00
2.2840000000e+01	-4.3749999022e-01	7.0537605290e-01	-1.1428760431e+00
2.2850000000e+01	-4.3749998914e-01	7.2339110556e-01	-1.1608910947e+00
2.2860000000e+01	-4.3749998797e-01	7.4221962404e-01	-1.1797196120e+00
2.2870000000e+01	-4.3749998670e-01	7.6191898941e-01	-1.1994189761e+00
2.2880000000e+01	-4.3749998534e-01	7.8255209996e-01	-1.2200520853e+00
2.2890000000e+01	-4.3749998387e-01	8.0418803359e-01	-1.2416880175e+00
2.2900000000e+01	-4.3749998231e-01	8.2690280332e-01	-1.2644027856e+00
2.2910000000e+01	-4.3749998065e-01	8.5078022024e-01	-1.2882802009e+00
2.2920000000e+01	-4.3749997890e-01	8.7591288028e-01	-1.3134128592e+00
2.2930000000e+01	-4.3749997709e-01	9.0240329373e-01	-1.3399032708e+00
2.2940000000e+01	-4.3749997524e-01	9.3036517867e-01	-1.3678651539e+00
2.2950000000e+01	-4.3749997341e-01	9.5992494202e-01	-1.3974249154e+00
2.2960000000e+01	-4.3749997166e-01	9.9122337404e-01	-1.4287233457e+00
2.2970000000e+01	-4.3749997011e-01	1.0244175836e+00	-1.4619175537e+00
2.2980000000e+01	-4.3749996891e-01	1.0596832010e+00	-1.4971831699e+00
2.2990000000e+01	-4.3749996832e-01	1.0972168723e+00	-1.5347168407e+00
2.3000000000e+01	-4.3749996866e-01	1.1372390614e+00	-1.5747390301e+00
2.3010000000e+01	-4.3749997043e-01	1.1799971575e+00	-1.6174971279e+00
2.3020000000e+01	-4.3749997437e-01	1.2257688581e+00	-1.6632688324e+00
2.3030000000e+01	-4.3749998151e-01	1.2748657403e+00	-1.7123657218e+00
2.3040000000e+01	-4.3749999338e-01	1.3276368452e+00	-1.7651368386e+00
2.3050000000e+01	-4.3750001220e-01	1.3844719487e+00	-1.8219719609e+00
2.3060000000e+01	-4.3750004120e-01	1.4458039510e+00	-1.8833039922e+00
2.3070000000e+01	-4.3750008513e-01	1.5121094309e+00	-1.9496095160e+00
2.3080000000e+01	-4.3750015093e-01	1.5839058024e+00	-2.0214059533e+00
2.3090000000e+01	-4.3750024881e-01	1.6617425795e+00	-2.0992428283e+00
2.3100000000e+01	-4.3750039364e-01	1.7461828482e+00	-2.1836832418e+00
2.3110000000e+01	-4.3750060707e-01	1.8377690122e+00	-2.2752696192e+00
2.3120000000e+01	-4.3750092010e-01	1.9369641085e+00	-2.3744650286e+00
2.3130000000e+01	-4.3750137628e-01	2.0440565921e+00	-2.4815579684e+00
2.3140000000e+01	-4.3750203450e-01	2.1590132161e+00	-2.5965152506e+00
2.3150000000e+01	-4.3750296985e-01	2.2812636169e+00	-2.7187665868e+00
2.3160000000e+01	-4.3750426847e-01	2.4094061543e+00	-2.8469104227e+00
2.3170000000e+01	-4.3750601025e-01	2.5408457757e+00	-2.9783517860e+00
2.3180000000e+01	-4.3750823211e-01	2.6714219504e+00	-3.1089301825e+00
2.3190000000e+01	-4.3751086975e-01	2.7951631784e+00	-3.2326740481e+00
2.3200000000e+01	-4.3751369400e-01	2.9043936519e+00	-3.3419073459e+00
2.3210000000e+01	-4.3751628687e-01	2.9904456779e+00	-3.4279619648e+00
2.3220000000e+01	-4.3751811672e-01	3.0450849476e+00	-3.4826030643e+00
2.3230000000e+01	-4.3751872732e-01	3.0623826735e+00	-3.4999014009e+00
2.3240000000e+01	-4.3751795199e-01	3.0403426308e+00	-3.4778605828e+00
2.3250000000e+01	-4.3751600116e-01	2.9814981488e+00	-3.4190141499e+00
2.3260000000e+01	-4.3751335257e-01	2.8921586352e+00	-3.3296719878e+00
2.3270000000e+01	-4.3751053226e-01	2.7807073850e+00	-3.2182179173e+00
2.3280000000e+01	-4.3750793679e-01	2.6557539208e+00	-3.0932618575e+00
2.3290000000e+01	-4.3750577259e-01	2.5247904997e+00	-2.9622962723e+00
2.3300000000e+01	-4.3750408806e-01	2.3935643121e+00	-2.8310684001e+00
2.3310000000e+01	-4.3750283832e-01	2.2660278562e+00	-2.7035306945e+00
2.3320000000e+01	-4.3750194119e-01	2.1446102889e+00	-2.5821122300e+00
2.3330000000e+01	-4.3750131127e-01	2.0305937518e+00	-2.4680950631e+00
2.3340000000e+01	-4.3750087535e-01	1.9244690905e+00	-2.3619699658e+00
2.3350000000e+01	-4.3750057648e-01	1.8262203781e+00	-2.2637209546e+00
2.3360000000e+01	-4.3750037285e-01	1.7355312360e+00	-2.1730316089e+00
2.3370000000e+01	-4.3750023473e-01	1.6519247377e+00	-2.0894249724e+00
2.3380000000e+01	-4.3750014145e-01	1.5748534118e+00	-2.0123535532e+00
2.3390000000e+01	-4.3750007877e-01	1.5037543770e+00	-1.9412544558e+00
2.3400000000e+01	-4.3750003698e-01	1.4380812787e+00	-1.8755813157e+00
2.3410000000e+01	-4.3750000944e-01	1.3773213549e+00	-1.8148213644e+00
2.3420000000e+01	-4.3749999162e-01	1.3210032794e+00	-1.7585032710e+00
2.3430000000e+01	-4.3749998043e-01	1.2686994799e+00	-1.7061994603e+00
2.3440000000e+01	-4.3749997374e-01	1.2200252922e+00	-1.6575252659e+00
2.3450000000e+01	-4.3749997012e-01	1.1746364214e+00	-1.6121363915e+00
2.3460000000e+01	-4.3749996855e-01	1.1322256088e+00	-1.5697255773e+00
2.3470000000e+01	-4.3749996835e-01	1.0925190349e+00	-1.5300190033e+00
2.3480000000e+01	-4.3749996903e-01	1.0552727644e+00	-1.4927727334e+00
2.3490000000e+01	-4.3749997028e-01	1.0202693932e+00	-1.4577693635e+00
2.3500000000e+01	-4.3749997186e-01	9.8731497741e-01	-1.4248149493e+00
2.3510000000e+01	-4.3749997363e-01	9.5623626879e-01	-1.3937362424e+00
2.3520000000e+01	-4.3749997547e-01	9.2687825737e-01	-1.3643782328e+00
2.3530000000e+01	-4.3749997731e-01	8.9910200233e-01	-1.3366019796e+00
2.3540000000e+01	-4.3749997912e-01	8.7278272759e-01	-1.3102827067e+00
2.3550000000e+01	-4.3749998086e-01	8.4780815474e-01	-1.2853081356e+00
2.3560000000e+01	-4.3749998251e-01	8.2407704615e-01	-1.2615770287e+00
2.3570000000e+01	-4.3749998406e-01	8.0149793269e-01	-1.2389979168e+00
2.3580000000e+01	-4.3749998551e-01	7.7998800278e-01	-1.2174879883e+00
2.3590000000e+01	-4.3749998686e-01	7.5947213151e-01	-1.1969721184e+00
2.3600000000e+01	-4.3749998812e-01	7.3988203172e-01	-1.1773820198e+00
2.3610000000e+01	-4.3749998927e-01	7.2115551049e-01	-1.1586554998e+00
2.3620000000e+01	-4.3749999034e-01	7.0323581721e-01	-1.1407358075e+00
2.3630000000e+01	-4.3749999133e-01	6.8607107095e-01	-1.1235710623e+00
2.3640000000e+01	-4.3749999223e-01	6.6961375666e-01	-1.1071137489e+00
2.3650000000e+01	-4.3749999306e-01	6.5382028102e-01	-1.0913202741e+00
2.3660000000e+01	-4.3749999383e-01	6.3865058037e-01	-1.0761505742e+00
2.3670000000e+01	-4.3749999453e-01	6.2406777372e-01	-1.0615677682e+00
2.3680000000e+01	-4.3749999517e-01	6.1003785523e-01	-1.0475378504e+00
2.3690000000e+01	-4.3749999576e-01	5.9652942116e-01	-1.0340294169e+00
2.3700000000e+01	-4.3749999630e-01	5.8351342685e-01	-1.0210134231e+00
2.3710000000e+01	-4.3749999679e-01	5.7096297013e-01	-1.0084629669e+00
2.3720000000e+01	-4.3749999725e-01	5.5885309795e-01	-9.9635309519e-01
2.3730000000e+01	-4.3749999766e-01	5.4716063328e-01	-9.8466063094e-01
2.3740000000e+01	-4.3749999804e-01	5.3586402009e-01	-9.7336401813e-01
2.3750000000e+01	-4.3749999839e-01	5.2494318404e-01	-9.6244318243e-01
2.3760000000e+01	-4.3749999871e-01	5.1437940734e-01	-9.5187940605e-01
2.3770000000e+01	-4.3749999900e-01	5.0415521588e-01	-9.4165521488e-01
2.3780000000e+01	-4.3749999927e-01	4.9425427749e-01	-9.3175427675e-01
2.3790000000e+01	-4.3749999951e-01	4.8466130990e-01	-9.2216130941e-01
2.3800000000e+01	-4.3749999973e-01	4.7536199752e-01	-9.1286199725e-01
2.3810000000e+01	-4.3749999993e-01	4.6634291590e-01	-9.0384291584e-01
2.3820000000e+01	-4.3750000012e-01	4.5759146323e-01	-8.9509146335e-01
2.3830000000e+01	-4.3750000029e-01	4.4909579797e-01	-8.8659579826e-01
2.3840000000e+01	-4.3750000044e-01	4.4084478215e-01	-8.7834478260e-01
2.3850000000e+01	-4.3750000059e-01	4.3282792961e-01	-8.7032793020e-01
2.3860000000e+01	-4.3750000071e-01	4.2503535874e-01	-8.6253535946e-01
