# Two-body Weber reference run
# m1=1.0  m2=1.0  q1=1.0  q2=-1.0  c=4.0
# q0=[-1.0, 0.0, 1.0, 0.0]
# p0=[0.0, -0.25, 0.0, 0.25]
# tspan=(0.0, 27.14080941082802)  (5 Kepler periods, T=5.428162)
# dt=1e-3  stride=10
# local error |E_t - E_{t-1}| and global error percent |(E_t - E_0)/E_0| * 100
t	local_err	global_err_percent
1.3430000000e+01	3.3519653719e-10	3.3702084932e-07
1.3440000000e+01	3.0677071994e-10	2.6690182762e-07
1.3450000000e+01	2.8067748126e-10	2.0274697476e-07
1.3460000000e+01	2.5671975656e-10	1.4406817326e-07
1.3470000000e+01	2.3471768973e-10	9.0418415612e-08
1.3480000000e+01	2.1450674570e-10	4.1388302309e-08
1.3490000000e+01	1.9593293654e-10	3.3963689004e-09
1.3500000000e+01	1.7885870562e-10	4.4278358757e-08
1.3510000000e+01	1.6315704343e-10	8.1571397256e-08
1.3520000000e+01	1.4871320841e-10	1.1556298775e-07
1.3530000000e+01	1.3542222899e-10	1.4651664009e-07
1.3540000000e+01	1.2318529530e-10	1.7467327902e-07
1.3550000000e+01	1.1191686466e-10	2.0025427665e-07
1.3560000000e+01	1.0153572427e-10	2.2346244220e-07
1.3570000000e+01	9.1970375760e-11	2.4448424237e-07
1.3580000000e+01	8.3151874275e-11	2.6349038507e-07
1.3590000000e+01	7.5020656354e-11	2.8063796366e-07
1.3600000000e+01	6.7519989599e-11	2.9607110414e-07
1.3610000000e+01	6.0600635621e-11	3.0992267800e-07
1.3620000000e+01	5.4213966649e-11	3.2231444180e-07
1.3630000000e+01	4.8321568968e-11	3.3335937185e-07
1.3640000000e+01	4.2880199391e-11	3.4316056029e-07
1.3650000000e+01	3.7855607538e-11	3.5181327058e-07
1.3660000000e+01	3.3216096540e-11	3.5940552122e-07
1.3670000000e+01	2.8931301799e-11	3.6601839020e-07
1.3680000000e+01	2.4974522450e-11	3.7172685247e-07
1.3690000000e+01	2.1319612742e-11	3.7659990682e-07
1.3700000000e+01	1.7941703678e-11	3.8070086766e-07
1.3710000000e+01	1.4824752537e-11	3.8408938252e-07
1.3720000000e+01	1.1945278100e-11	3.8681973180e-07
1.3730000000e+01	9.2859053780e-12	3.8894222446e-07
1.3740000000e+01	6.8323124935e-12	3.9050389589e-07
1.3750000000e+01	4.5661252557e-12	3.9154758166e-07
1.3760000000e+01	2.4750201888e-12	3.9211330056e-07
1.3770000000e+01	5.4745097344e-13	3.9223843221e-07
1.3780000000e+01	1.2303491559e-12	3.9195720955e-07
1.3790000000e+01	2.8693714071e-12	3.9130135322e-07
1.3800000000e+01	4.3792192095e-12	3.9030038883e-07
1.3810000000e+01	5.7674975906e-12	3.8898210367e-07
1.3820000000e+01	7.0460304258e-12	3.8737158243e-07
1.3830000000e+01	8.2202578078e-12	3.8549266636e-07
1.3840000000e+01	9.2975072086e-12	3.8336752185e-07
1.3850000000e+01	1.0287715124e-11	3.8101604411e-07
1.3860000000e+01	1.1193490579e-11	3.7845753198e-07
1.3870000000e+01	1.2022161044e-11	3.7570960946e-07
1.3880000000e+01	1.2778944569e-11	3.7278870784e-07
1.3890000000e+01	1.3470669025e-11	3.6970969778e-07
1.3900000000e+01	1.4098555656e-11	3.6648717077e-07
1.3910000000e+01	1.4670098469e-11	3.6313400541e-07
1.3920000000e+01	1.5186851776e-11	3.5966272500e-07
1.3930000000e+01	1.5654311181e-11	3.5608459673e-07
1.3940000000e+01	1.6075529796e-11	3.5241018992e-07
1.3950000000e+01	1.6452894602e-11	3.4864952830e-07
1.3960000000e+01	1.6791124047e-11	3.4481155708e-07
1.3970000000e+01	1.7090273641e-11	3.4090520882e-07
1.3980000000e+01	1.7355228366e-11	3.3693829948e-07
1.3990000000e+01	1.7587931112e-11	3.3291820094e-07
1.4000000000e+01	1.7790269258e-11	3.2885185368e-07
1.4010000000e+01	1.7964574273e-11	3.2474566528e-07
1.4020000000e+01	1.8112455979e-11	3.2060567534e-07
1.4030000000e+01	1.8236412380e-11	3.1643735251e-07
1.4040000000e+01	1.8336665519e-11	3.1224611468e-07
1.4050000000e+01	1.8416657088e-11	3.0803659306e-07
1.4060000000e+01	1.8477441799e-11	3.0381317779e-07
1.4070000000e+01	1.8518520051e-11	2.9958037321e-07
1.4080000000e+01	1.8544221714e-11	2.9534169396e-07
1.4090000000e+01	1.8553547587e-11	2.9110088308e-07
1.4100000000e+01	1.8547663405e-11	2.8686141716e-07
1.4110000000e+01	1.8528123480e-11	2.8262641751e-07
1.4120000000e+01	1.8497092746e-11	2.7839851059e-07
1.4130000000e+01	1.8453127915e-11	2.7418065278e-07
1.4140000000e+01	1.8398671475e-11	2.6997524216e-07
1.4150000000e+01	1.8334389562e-11	2.6578452455e-07
1.4160000000e+01	1.8260393198e-11	2.6161072039e-07
1.4170000000e+01	1.8178181183e-11	2.5745570755e-07
1.4180000000e+01	1.8087586984e-11	2.5332140195e-07
1.4190000000e+01	1.7989332246e-11	2.4920955458e-07
1.4200000000e+01	1.7884416170e-11	2.4512168803e-07
1.4210000000e+01	1.7773005290e-11	2.4105928682e-07
1.4220000000e+01	1.7656209828e-11	2.3702358171e-07
1.4230000000e+01	1.7534196317e-11	2.3301576541e-07
1.4240000000e+01	1.7407020270e-11	2.2903701792e-07
1.4250000000e+01	1.7275458841e-11	2.2508834162e-07
1.4260000000e+01	1.7139289987e-11	2.2117078962e-07
1.4270000000e+01	1.6999956998e-11	2.1728508516e-07
1.4280000000e+01	1.6856960272e-11	2.1343206567e-07
1.4290000000e+01	1.6710632877e-11	2.0961249244e-07
1.4300000000e+01	1.6562029526e-11	2.0582688569e-07
1.4310000000e+01	1.6410650616e-11	2.0207587984e-07
1.4320000000e+01	1.6256607172e-11	1.9836008391e-07
1.4330000000e+01	1.6100565325e-11	1.9467995470e-07
1.4340000000e+01	1.5942858145e-11	1.9103587284e-07
1.4350000000e+01	1.5783541141e-11	1.8742820629e-07
1.4360000000e+01	1.5622281246e-11	1.8385739915e-07
1.4370000000e+01	1.5460133174e-11	1.8032365442e-07
1.4380000000e+01	1.5297152434e-11	1.7682716244e-07
1.4390000000e+01	1.5132783915e-11	1.7336824040e-07
1.4400000000e+01	1.4967638240e-11	1.6994706594e-07
1.4410000000e+01	1.4802326032e-11	1.6656367714e-07
1.4420000000e+01	1.4635626044e-11	1.6321839118e-07
1.4430000000e+01	1.4469203613e-11	1.5991114464e-07
1.4440000000e+01	1.4302226070e-11	1.5664206440e-07
1.4450000000e+01	1.4134915460e-11	1.5341122658e-07
1.4460000000e+01	1.3967882406e-11	1.5021856774e-07
1.4470000000e+01	1.3800127707e-11	1.4706425284e-07
1.4480000000e+01	1.3633205675e-11	1.4394809154e-07
1.4490000000e+01	1.3465617510e-11	1.4087023611e-07
1.4500000000e+01	1.3299306101e-11	1.3783039472e-07
1.4510000000e+01	1.3132162024e-11	1.3482875768e-07
1.4520000000e+01	1.2966017149e-11	1.3186509662e-07
1.4530000000e+01	1.2800094318e-11	1.2893936078e-07
1.4540000000e+01	1.2634671087e-11	1.2605143596e-07
1.4550000000e+01	1.2469747457e-11	1.2320120797e-07
1.4560000000e+01	1.2304823827e-11	1.2038867681e-07
1.4570000000e+01	1.2141232464e-11	1.1761353796e-07
1.4580000000e+01	1.1977696612e-11	1.1487577873e-07
1.4590000000e+01	1.1815159962e-11	1.1217517074e-07
1.4600000000e+01	1.1652845355e-11	1.0951166323e-07
1.4610000000e+01	1.1491751994e-11	1.0688497706e-07
1.4620000000e+01	1.1330991700e-11	1.0429503610e-07
1.4630000000e+01	1.1171341630e-11	1.0174158658e-07
1.4640000000e+01	1.1011691559e-11	9.9224628514e-08
1.4650000000e+01	1.0853817844e-11	9.6743755863e-08
1.4660000000e+01	1.0696221686e-11	9.4298905192e-08
1.4670000000e+01	1.0539402684e-11	9.1889898865e-08
1.4680000000e+01	1.0383527371e-11	8.9516521180e-08
1.4690000000e+01	1.0228318192e-11	8.7178619879e-08
1.4700000000e+01	1.0074274748e-11	8.4875928508e-08
1.4710000000e+01	9.9207309034e-12	8.2608332873e-08
1.4720000000e+01	9.7681862599e-12	8.0375604585e-08
1.4730000000e+01	9.6166408170e-12	7.8177515255e-08
1.4740000000e+01	9.4655394633e-12	7.6013963378e-08
1.4750000000e+01	9.3159924219e-12	7.3884593681e-08
1.4760000000e+01	9.1662788471e-12	7.1789444231e-08
1.4770000000e+01	9.0182306067e-12	6.9728134378e-08
1.4780000000e+01	8.8707929891e-12	6.7700524551e-08
1.4790000000e+01	8.7245211056e-12	6.5706348299e-08
1.4800000000e+01	8.5786933113e-12	6.3745504113e-08
1.4810000000e+01	8.4338092066e-12	6.1817776295e-08
1.4820000000e+01	8.2898132803e-12	5.9922961831e-08
1.4830000000e+01	8.1465945101e-12	5.8060883085e-08
1.4840000000e+01	8.0043749406e-12	5.6231311670e-08
1.4850000000e+01	7.8630435496e-12	5.4434044573e-08
1.4860000000e+01	7.7222117589e-12	5.2668967600e-08
1.4870000000e+01	7.5822126355e-12	5.0935890426e-08
1.4880000000e+01	7.4433792463e-12	4.9234546598e-08
1.4890000000e+01	7.3049344351e-12	4.7564847299e-08
1.4900000000e+01	7.1674888247e-12	4.5926564139e-08
1.4910000000e+01	7.0307648592e-12	4.4319532171e-08
1.4920000000e+01	6.8949290721e-12	4.2743548383e-08
1.4930000000e+01	6.7598704412e-12	4.1198435140e-08
1.4940000000e+01	6.6253669218e-12	3.9684065557e-08
1.4950000000e+01	6.4918070919e-12	3.8200223936e-08
1.4960000000e+01	6.3585248178e-12	3.6746846835e-08
1.4970000000e+01	6.2265193002e-12	3.5323642424e-08
1.4980000000e+01	6.0949578717e-12	3.3930509196e-08
1.4990000000e+01	5.9641735994e-12	3.2567269516e-08
1.5000000000e+01	5.8338889275e-12	3.1233809190e-08
1.5010000000e+01	5.7044924340e-12	2.9929925205e-08
1.5020000000e+01	5.5754845185e-12	2.8655528744e-08
1.5030000000e+01	5.4473647815e-12	2.7410416793e-08
1.5040000000e+01	5.3196891336e-12	2.6194487849e-08
1.5050000000e+01	5.1928461531e-12	2.5007551585e-08
1.5060000000e+01	5.0664472617e-12	2.3849506497e-08
1.5070000000e+01	4.9407700153e-12	2.2720187636e-08
1.5080000000e+01	4.8155923693e-12	2.1619480809e-08
1.5090000000e+01	4.6910253459e-12	2.0547246444e-08
1.5100000000e+01	4.5669024118e-12	1.9503383036e-08
1.5110000000e+01	4.4435566338e-12	1.8487712948e-08
1.5120000000e+01	4.3203218780e-12	1.7500210804e-08
1.5130000000e+01	4.1979197896e-12	1.6540686281e-08
1.5140000000e+01	4.0760173015e-12	1.5609025183e-08
1.5150000000e+01	3.9543923691e-12	1.4705164071e-08
1.5160000000e+01	3.8336556152e-12	1.3828899930e-08
1.5170000000e+01	3.7128078390e-12	1.2980258138e-08
1.5180000000e+01	3.5927372188e-12	1.2159061060e-08
1.5190000000e+01	3.4730551768e-12	1.1365219876e-08
1.5200000000e+01	3.3538727351e-12	1.0598620394e-08
1.5210000000e+01	3.2349123380e-12	9.8592118596e-09
1.5220000000e+01	3.1165070524e-12	9.1468673905e-09
1.5230000000e+01	2.9984348338e-12	8.4615108571e-09
1.5240000000e+01	2.8805291485e-12	7.8031041945e-09
1.5250000000e+01	2.7631230637e-12	7.1715332086e-09
1.5260000000e+01	2.6462165792e-12	6.5666837047e-09
1.5270000000e+01	2.5293656059e-12	5.9885429948e-09
1.5280000000e+01	2.4129587217e-12	5.4370095727e-09
1.5290000000e+01	2.2969404156e-12	4.9119946206e-09
1.5300000000e+01	2.1809221096e-12	4.4134981384e-09
1.5310000000e+01	2.0654034039e-12	3.9414059318e-09
1.5320000000e+01	1.9502177651e-12	3.4956418712e-09
1.5330000000e+01	1.8347545705e-12	3.0762693979e-09
1.5340000000e+01	1.7201795544e-12	2.6830854998e-09
1.5350000000e+01	1.6052714713e-12	2.3161663064e-09
1.5360000000e+01	1.4909740109e-12	1.9753722467e-09
1.5370000000e+01	1.3767320617e-12	1.6606906326e-09
1.5380000000e+01	1.2624346013e-12	1.3721341523e-09
1.5390000000e+01	1.1485257190e-12	1.1096139880e-09
1.5400000000e+01	1.0347833701e-12	8.7309207483e-10
1.5410000000e+01	9.2098551008e-13	6.6258110110e-10
1.5420000000e+01	8.0752071696e-13	4.7800493722e-10
1.5430000000e+01	6.9366734579e-13	3.1945240104e-10
1.5440000000e+01	5.8059113073e-13	1.8674585687e-10
1.5450000000e+01	4.6718184876e-13	7.9961434299e-11
1.5460000000e+01	3.5393910025e-13	9.3893147225e-13
1.5470000000e+01	2.4080737404e-13	5.5980616967e-11
1.5480000000e+01	1.2739809208e-13	8.5100180870e-11
1.5490000000e+01	1.4266365866e-14	8.8361064497e-11
1.5500000000e+01	9.8920871494e-14	6.5750579584e-11
1.5510000000e+01	2.1216362001e-13	1.7256037868e-11
1.5520000000e+01	3.2523983506e-13	5.7084495860e-11
1.5530000000e+01	4.3870462818e-13	1.5735983944e-10
1.5540000000e+01	5.5205839899e-13	2.8354461636e-10
1.5550000000e+01	6.6524563636e-13	4.3560076181e-10
1.5560000000e+01	7.7887696293e-13	6.1362978191e-10
1.5570000000e+01	8.9217522259e-13	8.1755554707e-10
1.5580000000e+01	1.0060841049e-12	1.0475176282e-09
1.5590000000e+01	1.1198264538e-12	1.3034779605e-09
1.5600000000e+01	1.2337353361e-12	1.5854746087e-09
1.5610000000e+01	1.3480327965e-12	1.8935963908e-09
1.5620000000e+01	1.4619416788e-12	2.2277544888e-09
1.5630000000e+01	1.5766832284e-12	2.5881392267e-09
1.5640000000e+01	1.6910362000e-12	2.9746617867e-09
1.5650000000e+01	1.8059997942e-12	3.3874617397e-09
1.5660000000e+01	1.9210188995e-12	3.8265517739e-09
1.5670000000e+01	2.0363155606e-12	4.2919953306e-09
1.5680000000e+01	2.1516677329e-12	4.7838050981e-09
1.5690000000e+01	2.2677970613e-12	5.3021587121e-09
1.5700000000e+01	2.3835378116e-12	5.8469673547e-09
1.5710000000e+01	2.5001112292e-12	6.4184213500e-09
1.5720000000e+01	2.6167401579e-12	7.0165333861e-09
1.5730000000e+01	2.7337576647e-12	7.6413922808e-09
1.5740000000e+01	2.8508861938e-12	8.2930234108e-09
1.5750000000e+01	2.9686253455e-12	8.9715663470e-09
1.5760000000e+01	3.0867530754e-12	9.6771099071e-09
1.5770000000e+01	3.2050473386e-12	1.0409692156e-08
1.5780000000e+01	3.3237301800e-12	1.1169401911e-08
1.5790000000e+01	3.4430236440e-12	1.1956378744e-08
1.5800000000e+01	3.5623171080e-12	1.2770622655e-08
1.5810000000e+01	3.6826652838e-12	1.3612374719e-08
1.5820000000e+01	3.8029024374e-12	1.4481609562e-08
1.5830000000e+01	3.9240277694e-12	1.5378530195e-08
1.5840000000e+01	4.0452086125e-12	1.6303149307e-08
1.5850000000e+01	4.1671111006e-12	1.7255631844e-08
1.5860000000e+01	4.2894576779e-12	1.8236079313e-08
1.5870000000e+01	4.4122483445e-12	1.9244593221e-08
1.5880000000e+01	4.5358161671e-12	2.0281351202e-08
1.5890000000e+01	4.6595505232e-12	2.1346391321e-08
1.5900000000e+01	4.7841730577e-12	2.2439916592e-08
1.5910000000e+01	4.9090731480e-12	2.3561990454e-08
1.5920000000e+01	5.0347503944e-12	2.4712790544e-08
1.5930000000e+01	5.1609827523e-12	2.5892443745e-08
1.5940000000e+01	5.2876036882e-12	2.7101038873e-08
1.5950000000e+01	5.4153903584e-12	2.8338842384e-08
1.5960000000e+01	5.5432325397e-12	2.9605866964e-08
1.5970000000e+01	5.6719628994e-12	3.0902315627e-08
1.5980000000e+01	5.8011373483e-12	3.2228289878e-08
1.5990000000e+01	5.9312554868e-12	3.3584005418e-08
1.6000000000e+01	6.0619287368e-12	3.4969589129e-08
1.6010000000e+01	6.1929350537e-12	3.6385117141e-08
1.6020000000e+01	6.3256067051e-12	3.7830970103e-08
1.6030000000e+01	6.4578897785e-12	3.9307059195e-08
1.6040000000e+01	6.5916161418e-12	4.0813714313e-08
1.6050000000e+01	6.7256755720e-12	4.2351011587e-08
1.6060000000e+01	6.8609562476e-12	4.3919230157e-08
1.6070000000e+01	6.9962369231e-12	4.5518370026e-08
1.6080000000e+01	7.1331274221e-12	4.7148799151e-08
1.6090000000e+01	7.2701844545e-12	4.8810555597e-08
1.6100000000e+01	7.4082406876e-12	5.0503867755e-08
1.6110000000e+01	7.5474071437e-12	5.2228989387e-08
1.6120000000e+01	7.6870732002e-12	5.3986034690e-08
1.6130000000e+01	7.8272388571e-12	5.5775117858e-08
1.6140000000e+01	7.9685702481e-12	5.7596505343e-08
1.6150000000e+01	8.1107898176e-12	5.9450400158e-08
1.6160000000e+01	8.2535644985e-12	6.1336929187e-08
1.6170000000e+01	8.3974494025e-12	6.3256346193e-08
1.6180000000e+01	8.5420559515e-12	6.5208816125e-08
1.6190000000e+01	8.6875506788e-12	6.7194541994e-08
1.6200000000e+01	8.8337115400e-12	6.9213676060e-08
1.6210000000e+01	8.9810936466e-12	7.1266497465e-08
1.6220000000e+01	9.1290308646e-12	7.3353133091e-08
1.6230000000e+01	9.2778562610e-12	7.5473785951e-08
1.6240000000e+01	9.4279584140e-12	7.7628747874e-08
1.6250000000e+01	9.5783381227e-12	7.9818082302e-08
1.6260000000e+01	9.7299390767e-12	8.2042068377e-08
1.6270000000e+01	9.8822061645e-12	8.4300858357e-08
1.6280000000e+01	1.0035638986e-11	8.6594718697e-08
1.6290000000e+01	1.0189127320e-11	8.8923662085e-08
1.6300000000e+01	1.0344392010e-11	9.1288094544e-08
1.6310000000e+01	1.0500045278e-11	9.3688104893e-08
1.6320000000e+01	1.0656586724e-11	9.6123896144e-08
1.6330000000e+01	1.0813683282e-11	9.8595595180e-08
1.6340000000e+01	1.0972112108e-11	1.0110350652e-07
1.6350000000e+01	1.1130874000e-11	1.0364770629e-07
1.6360000000e+01	1.1290635094e-11	1.0622842288e-07
1.6370000000e+01	1.1451062321e-11	1.0884580856e-07
1.6380000000e+01	1.1612155681e-11	1.1150001557e-07
1.6390000000e+01	1.1774359265e-11	1.1419129769e-07
1.6400000000e+01	1.1936340805e-11	1.1691960416e-07
1.6410000000e+01	1.2099876656e-11	1.1968529025e-07
1.6420000000e+01	1.2263634552e-11	1.2248840672e-07
1.6430000000e+01	1.2427947560e-11	1.2532908045e-07
1.6440000000e+01	1.2592815679e-11	1.2820743832e-07
1.6450000000e+01	1.2758127887e-11	1.3112358183e-07
1.6460000000e+01	1.2924217252e-11	1.3407768863e-07
1.6470000000e+01	1.3090417639e-11	1.3706978409e-07
1.6480000000e+01	1.3256840070e-11	1.4009991897e-07
1.6490000000e+01	1.3423928635e-11	1.4316824551e-07
1.6500000000e+01	1.3591072712e-11	1.4627477642e-07
1.6510000000e+01	1.3758050255e-11	1.4941947362e-07
1.6520000000e+01	1.3925749442e-11	1.5260250206e-07
1.6530000000e+01	1.4092838008e-11	1.5582372218e-07
1.6540000000e+01	1.4260093106e-11	1.5908317203e-07
1.6550000000e+01	1.4427181672e-11	1.6238081356e-07
1.6560000000e+01	1.4593992681e-11	1.6571658331e-07
1.6570000000e+01	1.4760193068e-11	1.6909034173e-07
1.6580000000e+01	1.4926226921e-11	1.7250205074e-07
1.6590000000e+01	1.5091372596e-11	1.7595150733e-07
1.6600000000e+01	1.5255963159e-11	1.7943858463e-07
1.6610000000e+01	1.5419054922e-11	1.8296294004e-07
1.6620000000e+01	1.5581813617e-11	1.8652449743e-07
1.6630000000e+01	1.5742962489e-11	1.9012288886e-07
1.6640000000e+01	1.5902890116e-11	1.9375783517e-07
1.6650000000e+01	1.6061207919e-11	1.9742896841e-07
1.6660000000e+01	1.6217360788e-11	2.0113579373e-07
1.6670000000e+01	1.6371903833e-11	2.0487794318e-07
1.6680000000e+01	1.6523782342e-11	2.0865480772e-07
1.6690000000e+01	1.6673662451e-11	2.1246593056e-07
1.6700000000e+01	1.6820322912e-11	2.1631057580e-07
1.6710000000e+01	1.6964374350e-11	2.2018814708e-07
1.6720000000e+01	1.7104595518e-11	2.2409776891e-07
1.6730000000e+01	1.7241541528e-11	2.2803869269e-07
1.6740000000e+01	1.7374046646e-11	2.3200990335e-07
1.6750000000e+01	1.7502388427e-11	2.3601044928e-07
1.6760000000e+01	1.7626233806e-11	2.4003930272e-07
1.6770000000e+01	1.7744472558e-11	2.4409518216e-07
1.6780000000e+01	1.7856549572e-11	2.4817667921e-07
1.6790000000e+01	1.7963797116e-11	2.5228268998e-07
1.6800000000e+01	1.8063106566e-11	2.5641140005e-07
1.6810000000e+01	1.8156143256e-11	2.6056137565e-07
1.6820000000e+01	1.8240298161e-11	2.6473058666e-07
1.6830000000e+01	1.8316737016e-11	2.6891726940e-07
1.6840000000e+01	1.8383849998e-11	2.7311929226e-07
1.6850000000e+01	1.8440970972e-11	2.7733437134e-07
1.6860000000e+01	1.8487045228e-11	2.8155998168e-07
1.6870000000e+01	1.8521517653e-11	2.8579347143e-07
1.6880000000e+01	1.8544665803e-11	2.9003225218e-07
1.6890000000e+01	1.8553381054e-11	2.9427302500e-07
1.6900000000e+01	1.8547496872e-11	2.9851245285e-07
1.6910000000e+01	1.8526735701e-11	3.0274713530e-07
1.6920000000e+01	1.8488988118e-11	3.0697318972e-07
1.6930000000e+01	1.8434198612e-11	3.1118672084e-07
1.6940000000e+01	1.8359369580e-11	3.1538314817e-07
1.6950000000e+01	1.8263057733e-11	3.1955756136e-07
1.6960000000e+01	1.8146095737e-11	3.2370524039e-07
1.6970000000e+01	1.8003987190e-11	3.2782043746e-07
1.6980000000e+01	1.7837065158e-11	3.3189748093e-07
1.6990000000e+01	1.7641998973e-11	3.3592993784e-07
1.7000000000e+01	1.7416845743e-11	3.3991093115e-07
1.7010000000e+01	1.7159995647e-11	3.4383321587e-07
1.7020000000e+01	1.6869394770e-11	3.4768907753e-07
1.7030000000e+01	1.6542212045e-11	3.5147015457e-07
1.7040000000e+01	1.6174228623e-11	3.5516712111e-07
1.7050000000e+01	1.5764944905e-11	3.5877053709e-07
1.7060000000e+01	1.5309531420e-11	3.6226985856e-07
1.7070000000e+01	1.4805212611e-11	3.6565390715e-07
1.7080000000e+01	1.4247991675e-11	3.6891059096e-07
1.7090000000e+01	1.3634093854e-11	3.7202695527e-07
1.7100000000e+01	1.2960021945e-11	3.7498924600e-07
1.7110000000e+01	1.2219170120e-11	3.7778219917e-07
1.7120000000e+01	1.1408929357e-11	3.8038995446e-07
1.7130000000e+01	1.0523637517e-11	3.8279535732e-07
1.7140000000e+01	9.5554120172e-12	3.8497945149e-07
1.7150000000e+01	8.4997009431e-12	3.8692224028e-07
1.7160000000e+01	7.3513417576e-12	3.8860254697e-07
1.7170000000e+01	6.1004534757e-12	3.8999693633e-07
1.7180000000e+01	4.7397641367e-12	3.9108031099e-07
1.7190000000e+01	3.2617242240e-12	3.9182584796e-07
1.7200000000e+01	1.6570078643e-12	3.9220459261e-07
1.7210000000e+01	8.5043083686e-14	3.9218515419e-07
1.7220000000e+01	1.9739765378e-12	3.9173395956e-07
1.7230000000e+01	4.0234482412e-12	3.9081431424e-07
1.7240000000e+01	6.2430061121e-12	3.8938734142e-07
1.7250000000e+01	8.6489149176e-12	3.8741044658e-07
1.7260000000e+01	1.1254608356e-11	3.8483796467e-07
1.7270000000e+01	1.4077128352e-11	3.8162033533e-07
1.7280000000e+01	1.7133461316e-11	3.7770411560e-07
1.7290000000e+01	2.0441537352e-11	3.7303176421e-07
1.7300000000e+01	2.4024615630e-11	3.6754042349e-07
1.7310000000e+01	2.7903457323e-11	3.6116249039e-07
1.7320000000e+01	3.2103653069e-11	3.5382451255e-07
1.7330000000e+01	3.6651126578e-11	3.4544711219e-07
1.7340000000e+01	4.1575298759e-11	3.3594418675e-07
1.7350000000e+01	4.6907866480e-11	3.2522238870e-07
1.7360000000e+01	5.2684634433e-11	3.1318018655e-07
1.7370000000e+01	5.8941518333e-11	2.9970783950e-07
1.7380000000e+01	6.5722760567e-11	2.8468549423e-07
1.7390000000e+01	7.3071659834e-11	2.6798340055e-07
1.7400000000e+01	8.1039730482e-11	2.4946003358e-07
1.7410000000e+01	8.9678486859e-11	2.2896209373e-07
1.7420000000e+01	9.9049324298e-11	2.0632224818e-07
1.7430000000e+01	1.0921891169e-10	1.8135792550e-07
1.7440000000e+01	1.2025608287e-10	1.5387082085e-07
1.7450000000e+01	1.3223849793e-10	1.2364487846e-07
1.7460000000e+01	1.4525741721e-10	9.0443183102e-08
1.7470000000e+01	1.5940032627e-10	5.4008822811e-08
1.7480000000e+01	1.7477408409e-10	1.4060460732e-08
1.7490000000e+01	1.9149110075e-10	2.9708933726e-08
1.7500000000e+01	2.0967483305e-10	7.7634609852e-08
1.7510000000e+01	2.2945967348e-10	1.3008253522e-07
1.7520000000e+01	2.5099489154e-10	1.8745279614e-07
1.7530000000e+01	2.7444257977e-10	2.5018252866e-07
1.7540000000e+01	2.9997893058e-10	3.1874914137e-07
1.7550000000e+01	3.2779690073e-10	3.9367414725e-07
1.7560000000e+01	3.5810410193e-10	4.7552651340e-07
1.7570000000e+01	3.9112779682e-10	5.6492715268e-07
1.7580000000e+01	4.2711212345e-10	6.6255278089e-07
1.7590000000e+01	4.6631509765e-10	7.6913908893e-07
1.7600000000e+01	5.0901571846e-10	8.8548553886e-07
1.7610000000e+01	5.5550486433e-10	1.0124580793e-06
1.7620000000e+01	6.0608540409e-10	1.1509918859e-06
1.7630000000e+01	6.6106276009e-10	1.3020919454e-06
1.7640000000e+01	7.2074501922e-10	1.4668336641e-06
1.7650000000e+01	7.8541773085e-10	1.6463577168e-06
1.7660000000e+01	8.5533102823e-10	1.8418619518e-06
1.7670000000e+01	9.3068197593e-10	2.0545892606e-06
1.7680000000e+01	1.0115545068e-09	2.2858017193e-06
1.7690000000e+01	1.0978855602e-09	2.5367469902e-06
1.7700000000e+01	1.1893770413e-09	2.8086045997e-06
1.7710000000e+01	1.2853920150e-09	3.1024084888e-06
1.7720000000e+01	1.3848024949e-09	3.4189347734e-06
1.7730000000e+01	1.4857701736e-09	3.7585393845e-06
1.7740000000e+01	1.5854630941e-09	4.1209309489e-06
1.7750000000e+01	1.6796138924e-09	4.5048426957e-06
1.7760000000e+01	1.7619401493e-09	4.9075718727e-06
1.7770000000e+01	1.8232932941e-09	5.3243246256e-06
1.7780000000e+01	1.8504578980e-09	5.7472864309e-06
1.7790000000e+01	1.8244467048e-09	6.1643028206e-06
1.7800000000e+01	1.7180303846e-09	6.5569954799e-06
1.7810000000e+01	1.4922046931e-09	6.8980708383e-06
1.7820000000e+01	1.0910632398e-09	7.1474567217e-06
1.7830000000e+01	4.3431658270e-10	7.2467290835e-06
1.7840000000e+01	5.9360671933e-10	7.1110475476e-06
1.7850000000e+01	2.1596067157e-09	6.6174231555e-06
1.7860000000e+01	4.5056336440e-09	5.5875640369e-06
1.7870000000e+01	7.9837130240e-09	3.7627153457e-06
1.7880000000e+01	1.3108016228e-08	7.6659735068e-07
1.7890000000e+01	2.0632058728e-08	3.9493017872e-06
1.7900000000e+01	3.1663003330e-08	1.1186559691e-05
1.7910000000e+01	4.7829638694e-08	2.2119048536e-05
1.7920000000e+01	7.1525826151e-08	3.8467808799e-05
1.7930000000e+01	1.0625479985e-07	6.2754620192e-05
1.7940000000e+01	1.5709548462e-07	9.8662159534e-05
1.7950000000e+01	2.3128576010e-07	1.5152747613e-04
1.7960000000e+01	3.3883910189e-07	2.2897641370e-04
1.7970000000e+01	4.9292407045e-07	3.4164477266e-04
1.7980000000e+01	7.0935529983e-07	5.0378312691e-04
1.7990000000e+01	1.0038943992e-06	7.3324470386e-04
1.8000000000e+01	1.3852403726e-06	1.0498710747e-03
1.8010000000e+01	1.8413047842e-06	1.4707407397e-03
